,x,lp,Nr,Ulica,Obiekt,NrZabytków,Dlugosc,Szerokosc,,,
,1,"Grodzisko/ 3 MAJA, Dąbrowskiego",14,"Umocnienia Grodziska wraz z elementami strukturalnymi (majdan fortu Grodzisko, Bastion Jerozolimski, Wysokie Czolo Kurkowe, Wysokie Skrzydło Kurkowe,. Niskie Czolo Kurkowe, Luneta Senarmomt""a, Zbrojownia",474,,,,, 
,1883,JAŚKOWA DOLINA,50,dom,,,,,,
,1884,JAŚKOWA DOLINA,52,willa,,,,,,
,1885,JAŚKOWA DOLINA,52,bud.gospodarczy w głębi ogrodu,,,,,,
,1886,JAŚKOWA DOLINA,54,dom (narożny - Sobieskiego 52),,,,,,
,1887,JAŚKOWA DOLINA,56,dom,,,,,,
,1888,JAŚKOWA DOLINA,63,dom,,,,,,
,1889,JAŚKOWA DOLINA,67,dom,,,,,,
,1890,JAŚKOWA DOLINA,68,dom,,,,,,
,1891,JAŚKOWA DOLINA,71,dom,,,,,,
,1892,JAŚKOWA DOLINA,71 k.,grota ogrodowa,,,,,,
,1893,JAŚKOWA DOLINA,72,dom,,,,,,
,1894,JAŚKOWA DOLINA,74,dom,,,,,,
,1895,JAŚKOWA DOLINA,78 k.,dąb,,,,,,
,1896,JAŚKOWA DOLINA,85,bud.gospodarczy w głębi ogrodu,,,,,,
,1897,JAŚKOWA DOLINA,92,willa,,,,,,
,1898,JAŚKOWA DOLINA  - las,,altana z figurą,,,,,,
,1899,JAŚKOWA DOLINA  - las,,mostek w Gaju Gutenberga,,,,,,
,1900,JAŚKOWA DOLINA  - las,,mostek 2  w Gaju Gutenberga,,,,,,
,1901,JELITKOWSKA,2,d. Dom Kuracyjny,,,,,,
,1902,JESIENNA,11,kościół św. Walentego,252,,,,,
,1903,JESIENNA,11,kaplica,,,,,,
,1904,JESIENNA,13,plebania,,,,,,
,1905,JESIENNA,14,d. szkoła,,,,,,
,1906,JESIONOWA,1,dom,,,,,,
,1907,JESIONOWA,2,dom,,,,,,
,1908,JESIONOWA,3,dom,,,,,,
,1909,JESIONOWA,4,dom,,,,,,
,1910,JESIONOWA,6,dom,,,,,,
,1911,JESIONOWA,6A,dom,,,,,,
,1912,JESIONOWA,6B,dom,,,,,,
,1913,JESIONOWA,7,dom,,,,,,
,1914,JESIONOWA,8,dom,,,,,,
,1915,JESIONOWA,8A,dom,,,,,,
,1916,JESIONOWA,9,dom,,,,,,
,1917,JESIONOWA,10,dom,,,,,,
,1918,JESIONOWA,11,dom,,,,,,
,1919,JESIONOWA,12,dom,,,,,,
,1920,JESIONOWA,14,dom,,,,,,
,1921,JESIONOWA,14B,dom,,,,,,
,1922,JESIONOWA,15,dom,,,,,,
,1923,JESIONOWA,15B,dom,,,,,,
,1924,JESIONOWA,16,dom,,,,,,
,1925,JESIONOWA,17,dom,,,,,,
,1926,JODŁOWA,3,dom,,,,,,
,1927,JODŁOWA,04,dom,,,,,,
,1928,JODŁOWA,06,dom,,,,,,
,1929,JODŁOWA,08,dom,,,,,,
,1930,JODŁOWA,13,dom,,,,,,
,1931,JODŁOWA,15,dom,,,,,,
,1932,JODŁOWA,17,dom,,,,,,
,1933,JODŁOWA,19,dom,,,,,,
,1934,JODŁOWA,21,dom,,,,,,
,1935,JODŁOWA,23,dom,,,,,,
,1936,JODŁOWA,24,dom,,,,,,
,1937,JODŁOWA,25,dom,,,,,,
,1938,JODŁOWA,27,dom,,,,,,
,1939,JODŁOWA,29,dom,,,,,,
,1940,JODŁOWA,31,dom,,,,,,
,1941,JODŁOWA,32,dom,,,,,,
,1942,JODŁOWA,33,dom,,,,,,
,1943,JODŁOWA,33,dom,,,,,,
,1944,JODŁOWA,35,dom,,,,,,
,1945,JODŁOWA,37,dom,,,,,,
,1946,JODŁOWA,39,dom,,,,,,
,1947,JODŁOWA,41,dom,,,,,,
,1948,JODŁOWA,43,dom,,,,,,
,1949,JODŁOWA,48,dom,,,,,,
,1950,JODŁOWA,50,dom,,,,,,
,1951,JODŁOWA,52,dom,,,,,,
,1952,JODŁOWA,54,dom,,,,,,
,1953,JODŁOWA,56,dom,,,,,,
,1954,JODŁOWA,58,dom,,,,,,
,1955,KACZEŃCE,1,dom,,,,,,
,1956,KACZEŃCE,3,dom,,,,,,
,1957,KACZEŃCE,5,dom,,,,,,
,1958,KACZEŃCE,7,dom,,,,,,
,1959,KACZEŃCE,15,dom,,,,,,
,1960,KACZEŃCE,17,dom,,,,,,
,1961,KACZEŃCE,19,dom,,,,,,
,1962,KALETNICZA,1 (1/2),kamienica,,,,,,
,1963,KALETNICZA,2 (1/2),kamienica,,,,,,
,1964,KALETNICZA,3 (3/7),kamienica,614,,,,,
,1965,KALETNICZA,4 (3/7),kamienica,,,,,,
,1966,KALETNICZA,5 (3/7),kamienica,,,,,,
,1967,KALETNICZA,6 (3/7),kamienica,,,,,,
,1968,KALETNICZA,7 (3/7),kamienica,,,,,,
,1969,KALETNICZA,10 (10/13),kamienica,,,,,,
,1970,KALETNICZA,11 (10/13),kamienica,,,,,,
,1971,KALETNICZA,12 (10/13),kamienica,,,,,,
,1972,KAMIENNA GROBLA,28/29,"dwa budynki fabryczne, obecnie firma Batycki",,,,,,
,1973,KAPLICZNA,12,dom,,,,,,
,1974,KAPRÓW,4,dom,,,,,,
,1975,KAPRÓW,6,dom,,,,,,
,1976,KAPRÓW,7,dom,,,,,,
,1977,KAPRÓW,8,dom,,,,,,
,1978,KAPRÓW,9,dom,,,,,,
,1979,KAPRÓW,10,dom,,,,,,
,1980,KAPRÓW,11,dom,,,,,,
,1981,KAPRÓW,13,dom,,,,,,
,1982,KAPRÓW,14,dom,,,,,,
,1983,KAPRÓW,15,dom,,,,,,
,1984,KAPRÓW,16,dom,,,,,,
,1985,KAPRÓW,17,dom,,,,,,
,1986,KAPRÓW,18,dom,,,,,,
,1987,KARŁOWICZA Mieczysława,01,dom,,,,,,
,1988,KARŁOWICZA Mieczysława,02,dom,,,,,,
,1989,KARŁOWICZA Mieczysława,03,dom,,,,,,
,1990,KARŁOWICZA Mieczysława,04,dom,,,,,,
,1991,KARŁOWICZA Mieczysława,05,dom,,,,,,
,1992,KARŁOWICZA Mieczysława,06,dom,,,,,,
,1993,KARŁOWICZA Mieczysława,07,dom,,,,,,
,1994,KARŁOWICZA Mieczysława,08,dom,,,,,,
,1995,KARŁOWICZA Mieczysława,09,dom,,,,,,
,1996,KARŁOWICZA Mieczysława,10,dom,,,,,,
,1997,KARŁOWICZA Mieczysława,11,dom,,,,,,
,1998,KARŁOWICZA Mieczysława,13,dom,,,,,,
,1999,KARŁOWICZA Mieczysława,13 A,dom,,,,,,
,2000,KARŁOWICZA Mieczysława,15,dom,,,,,,
,2001,KARŁOWICZA Mieczysława,16,dom,,,,,,
,2002,KARŁOWICZA Mieczysława,17,dom,,,,,,
,2003,KARŁOWICZA Mieczysława,18,dom,,,,,,
,2004,KARŁOWICZA Mieczysława,19,dom,,,,,,
,2005,KARŁOWICZA Mieczysława,20,dom,,,,,,
,2006,KARŁOWICZA Mieczysława,21,dom,,,,,,
,2007,KARŁOWICZA Mieczysława,22,dom,,,,,,
,2008,KARŁOWICZA Mieczysława,24,dom,,,,,,
,2009,KARŁOWICZA Mieczysława,25,dom,,,,,,
,2010,KARŁOWICZA Mieczysława,26,dom,,,,,,
,2011,KARŁOWICZA Mieczysława,27,dom,,,,,,
,2012,KARŁOWICZA Mieczysława,28,dom,,,,,,
,2013,KARŁOWICZA Mieczysława,30,dom,,,,,,
,2014,KARŁOWICZA Mieczysława,30 A,dom,,,,,,
,2015,KARŁOWICZA Mieczysława,31,dom,,,,,,
,2016,KARŁOWICZA Mieczysława,33,dom,,,,,,
,2017,KARŁOWICZA Mieczysława,35,dom,,,,,,
,2018,KARŁOWICZA Mieczysława,36,dom,,,,,,
,2019,KARŁOWICZA Mieczysława,37,dom,,,,,,
,2020,KARŁOWICZA Mieczysława,38,dom,,,,,,
,2021,KARŁOWICZA Mieczysława,39,dom,,,,,,
,2022,KARŁOWICZA Mieczysława,40,dom,,,,,,
,2023,KARŁOWICZA Mieczysława,41,dom,,,,,,
,2024,KARŁOWICZA Mieczysława,42,dom,,,,,,
,2025,KARŁOWICZA Mieczysława,43,dom,,,,,,
,2026,KARŁOWICZA Mieczysława,44,dom,,,,,,
,2027,KARŁOWICZA Mieczysława,45,dom,,,,,,
,2028,KARŁOWICZA Mieczysława,46,dom,,,,,,
,2029,KARŁOWICZA Mieczysława,47,dom,,,,,,
,2030,KARŁOWICZA Mieczysława,48,dom,,,,,,
,2031,KARŁOWICZA Mieczysława,49,dom,,,,,,
,2032,KARŁOWICZA Mieczysława,50,dom,,,,,,
,2033,KARŁOWICZA Mieczysława,51,dom,,,,,,
,2034,KARŁOWICZA Mieczysława,52,dom,,,,,,
,2035,KARŁOWICZA Mieczysława,53,dom,,,,,,
,2036,KARŁOWICZA Mieczysława,54,dom,,,,,,
,2037,KARŁOWICZA Mieczysława,55,dom,,,,,,
,2038,KARŁOWICZA Mieczysława,57,dom,,,,,,
,2039,KARŁOWICZA Mieczysława,58,dom,,,,,,
,2040,KARŁOWICZA Mieczysława,59,dom,,,,,,
,2041,KARŁOWICZA Mieczysława,60,dom,,,,,,
,2042,KARŁOWICZA Mieczysława,61,dom,,,,,,
,2043,KARŁOWICZA Mieczysława,61 A,dom,,,,,,
,2044,KARŁOWICZA Mieczysława,61 B,dom,,,,,,
,2045,KARŁOWICZA Mieczysława,62,dom,,,,,,
,2046,KARŁOWICZA Mieczysława,63,dom,,,,,,
,2047,KARŁOWICZA Mieczysława,64,dom,,,,,,
,2048,KARŁOWICZA Mieczysława,65,dom,,,,,,
,2049,KARŁOWICZA Mieczysława,66,dom,,,,,,
,2050,KARŁOWICZA Mieczysława,67,dom,,,,,,
,2051,KARŁOWICZA Mieczysława,68,dom,,,,,,
,2052,KARŁOWICZA Mieczysława,69,dom,,,,,,
,2053,KARŁOWICZA Mieczysława,70,dom,,,,,,
,2054,KARŁOWICZA Mieczysława,71,dom,,,,,,
,2055,KARŁOWICZA Mieczysława,72,dom,,,,,,
,2056,KARŁOWICZA Mieczysława,73,dom,,,,,,
,2057,KARŁOWICZA Mieczysława,74,dom,,,,,,
,2058,KARŁOWICZA Mieczysława,75,dom,,,,,,
,2059,KARŁOWICZA Mieczysława,76,dom,,,,,,
,2060,KARŁOWICZA Mieczysława,77,dom,,,,,,
,2061,KARŁOWICZA Mieczysława,78,dom,,,,,,
,2062,KARŁOWICZA Mieczysława,80,dom,,,,,,
,2063,KARŁOWICZA Mieczysława,82,dom,,,,,,
,2064,KARŁOWICZA Mieczysława,84,dom,,,,,,
,2065,KARŁOWICZA Mieczysława,86,dom,,,,,,
,2066,KARTUSKA,4/6/8,budynek szpital,,,,,,
,2067,KARTUSKA,7 I 11,ZESPÓŁ DOMÓW GOSPODARSTWA OGRODNICZEGO,1287,,,,,
,2068,KARTUSKA,12/14/16/18,budynki mieszkalne,,,,,,
,2069,KARTUSKA,28,budynek mieszkalny,,,,,,
,2070,KARTUSKA,33,budynek mieszkalny,,,,,,
,2071,KARTUSKA,35A/35/37,budynki mieszkalne,,,,,,
,2072,KARTUSKA,36A,budynek mieszkalny,,,,,,
,2073,KARTUSKA,39/41/43/45/47/49/51,budynki mieszkalne,,,,,,
,2074,KARTUSKA,52,budynek mieszkalny,,,,,,
,2075,KARTUSKA,53/55/57/59/61/63,"budynki mieszkalne, budynek- zakład opieki zdrowotnej",,,,,,
,2076,KARTUSKA,54/56,budynki mieszkalne,,,,,,
,2077,KARTUSKA,65/67/69/71,"budynki mieszkalne, budynek- zakład opieki zdrowotnej",,,,,,
,2078,KARTUSKA,121,dom,,,,,,
,2079,KARTUSKA,124 A,dom,561,,,,,
,2080,KARTUSKA,128,szkoła wraz z sala gimnastyczna i budynkiem gospodarczym ob.. VIII LO,1565,,,,,
,2081,KARTUSKA,135,dom,,,,,,
,2082,KARTUSKA,139-145,zespół domów,,,,,,
,2083,KARTUSKA,159,budynek mieszkalny,,,,,,
,2084,KARTUSKA,161,budynek mieszkalny,,,,,,
,2085,KARTUSKA,163,budynek mieszkalny,,,,,,
,2086,KARTUSKA,165,budynek mieszkalny,,,,,,
,2087,KARTUSKA,167,budynek mieszkalny,,,,,,
,2088,KARTUSKA,175,budynek mieszkalny,,,,,,
,2089,KARTUSKA,186,zespół kościoła parafialnego p.w. Św. Franciszka z Asyżu z plebanią i budynkiem gospodarczym ,1062,,,,,
,2090,KARTUSKA,191,dom,,,,,,
,2091,KARTUSKA,213/215,"zespół młyna motorowego Emaus / młyn , dom mieszkalny, działka, budynek gospodarczy, mur w pierzei zachodniej oraz brama w pierzei wschodniej/",562,,,,,
,2092,KARTUSKA,222,dom,,,,,,
,2093,KARTUSKA,226,dom,,,,,,
,2094,KARTUSKA,236,dom,,,,,,
,2095,KARTUSKA,238 (w pobliżu),cmentarz św. Franciszka,,,,,,
,2096,KARTUSKA,241,dom,,,,,,
,2097,KARTUSKA,243,dom,,,,,,
,2098,KARTUSKA,243 A,0ficyna,,,,,,
,2099,KARTUSKA,245,budynek szkolny I,,,,,,
,2100,KARTUSKA,245 A,budynek szkolny II,,,,,,
,2101,KARTUSKA,249,dom,,,,,,
,2102,KARTUSKA,251,dom,,,,,,
,2103,KARTUSKA,258,budynek mieszkalny,,,,,,
,2104,KARTUSKA,270/272,budynek mieszkalny,,,,,,
,2105,KARTUSKA,280,budynek mieszkalny,,,,,,
,2106,KARTUSKA,283,budynek mieszkalny,,,,,,
,2107,KARTUSKA,289,budynek mieszkalny,,,,,,
,2108,KARTUSKA,360,budynek mieszkalny,,,,,,
,2109,KARTUSKA,362,budynek mieszkalny,,,,,,
,2110,KARWIEŃSKA,2,dom,,,,,,
,2111,KARWIEŃSKA,3,budynek Dyrekcji ZOO,,,,,,
,2112,KARWIEŃSKA,3,d. Młyn Leśny,,,,,,
,2113,KASPROWICZA Jana,1,dom,,,,,,
,2114,KASPROWICZA Jana,4,dom,,,,,,
,2115,KASPROWICZA Jana,6,dom,,,,,,
,2116,KASPROWICZA Jana,7,dom,,,,,,
,2117,KASPROWICZA Jana,11,dom,,,,,,
,2118,KASPROWICZA Jana,12,dom,,,,,,
,2119,KASZTANOWA,5,dom,,,,,,
,2120,KASZUBSKA,2,dom,,,,,,
,2121,KASZUBSKA,4,dom,,,,,,
,2122,KASZUBSKA,6,dom,,,,,,
,2123,KASZUBSKA,8 A,dom,,,,,,
,2124,KASZUBSKA,8 B,dom,,,,,,
,2125,KATARZYNKI,1-3,kamienice- Dom Kaznodziejów,446,,,,,
,2126,KATARZYNKI,,kosciół p.w. Św. Katarzyny,417,,,,,
,2127,KĄTOWA,1,dom,1048,,,,,
,2128,KEMPINGOWA,2,dom,,,,,,
,2129,KEMPINGOWA,3,dom,,,,,,
,2130,KEMPINGOWA,5,dom,,,,,,
,2131,KĘPNA,10,dom,,,,,,
,2132,KĘPNA,12,dom,,,,,,
,2133,KĘPNA,21,dom,,,,,,
,2134,KĘPNA,27,dom,,,,,,
,2135,KĘPNA,28,dom,,,,,,
,2136,KĘPNA,33,dom,,,,,,
,2137,KĘPNA,34,dom,,,,,,
,2138,KIELECKA,7,dom,,,,,,
,2139,KIELECKA,8,dom,,,,,,
,2140,KIELECKA,9 A,dom,,,,,,
,2141,KIELECKA,11 A,dom,,,,,,
,2142,KIELECKA,11,dom,,,,,,
,2143,KIELECKA,13,dom,,,,,,
,2144,KIELECKA,17,dom,,,,,,
,2145,KIELECKA,17 k.,dom,,,,,,
,2146,KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala,,,,,,
,2147,KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: drugi budynek,,,,,,
,2148,KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: Oddział Chirurgiczny,,,,,,
,2149,KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: pralnia,,,,,,
,2150,KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: kapliczka,,,,,,
,2151,KIETURAKISA prof. Zdzisława,1,dwór  Uphagenów,560,,,,,
,2152,KIETURAKISA prof. Zdzisława,8,dom,,,,,,
,2153,KIETURAKISA prof. Zdzisława,10,dom,,,,,,
,2154,KILIŃSKIEGO Jana,1-5,d. browar - warzelnia (1),1735,,,,,
,2155,KILIŃSKIEGO Jana,1-5,d. browar - szalet (2),1735,,,,,
,2156,KILIŃSKIEGO Jana,1-5,d. browar - stajnia (3),1735,,,,,
,2157,KILIŃSKIEGO Jana,1-5,d. browar - maszynownia (4),1735,,,,,
,2158,KILIŃSKIEGO Jana,1-5,d. browar - nowa suszarnia słodu(5),1735,,,,,
,2159,KILIŃSKIEGO Jana,1-5,d. browar - bednarnia (6),1735,,,,,
,2160,KILIŃSKIEGO Jana,1-5,d. browar - hala piwa butelkowanego(7),1735,,,,,
,2161,KILIŃSKIEGO Jana,1-5,d. browar - klepiskowe piwnice słodowe I (8a),1735,,,,,
,2162,KILIŃSKIEGO Jana,1-5,d. browar - klepiskowe piwnice słodowe Ii (8b),1735,,,,,
,2163,KILIŃSKIEGO Jana,1-5,d. browar -suszarnia wysłodzin (9),1735,,,,,
,2164,KILIŃSKIEGO Jana,1-5,d. browar - transformatorownia (10),1735,,,,,
,2165,KILIŃSKIEGO Jana,1-5,d. browar - willa dyrektora (11),1735,,,,,
,2166,KILIŃSKIEGO Jana,1-5,d. browar - budynek dyrekcji (12),1735,,,,,
,2167,KILIŃSKIEGO Jana,1-5,d. browar - piwnice fermentacji (13)-obiekt podziemny,1735,,,,,
,2168,KILIŃSKIEGO Jana,1-5,"d. browar, piwnice leżakowni (14)-obiekt podziemny",1735,,,,,
,2169,KILIŃSKIEGO Jana,8,dom w zabudowie blokowej,,,,,,
,2170,KILIŃSKIEGO Jana,10,dom w zabudowie blokowej,,,,,,
,2171,KILIŃSKIEGO Jana,12,dom w zabudowie blokowej,,,,,,
,2172,KILIŃSKIEGO Jana,14,dom w zabudowie blokowej,,,,,,
,2173,KILIŃSKIEGO Jana,16,dom w zabudowie blokowej,,,,,,
,2174,KILIŃSKIEGO Jana,18,dom w zabudowie blokowej,,,,,,
,2175,KILIŃSKIEGO Jana,20,dom w zabudowie blokowej,,,,,,
,2176,KILIŃSKIEGO Jana,22,dom w zabudowie blokowej,,,,,,
,2177,KILIŃSKIEGO Jana,23-33,dom w zabudowie blokowej,,,,,,
,2178,KILIŃSKIEGO Jana,24,dom w zabudowie blokowej,,,,,,
,2179,KILIŃSKIEGO Jana,26,dom w zabudowie blokowej,,,,,,
,2180,KILIŃSKIEGO Jana,28,dom w zabudowie blokowej,,,,,,
,2181,KILIŃSKIEGO Jana,30,dom w zabudowie blokowej,,,,,,
,2182,KILIŃSKIEGO Jana,32,dom w zabudowie blokowej,,,,,,
,2183,KILIŃSKIEGO Jana,34,dom w zabudowie blokowej,,,,,,
,2184,KILIŃSKIEGO Jana,35/37/39/41,dom w zabudowie blokowej,,,,,,
,2185,KILIŃSKIEGO Jana,36,dom w zabudowie blokowej,,,,,,
,2186,KILIŃSKIEGO Jana,38,dom w zabudowie blokowej,,,,,,
,2187,KILIŃSKIEGO Jana,40,dom w zabudowie blokowej,,,,,,
,2188,KILIŃSKIEGO Jana,42,dom w zabudowie blokowej,,,,,,
,2189,KILIŃSKIEGO Jana,43/45/47,dom w zabudowie blokowej,,,,,,
,2190,KILIŃSKIEGO Jana,44,dom w zabudowie blokowej,,,,,,
,2191,KILIŃSKIEGO Jana,46,dom w zabudowie blokowej,,,,,,
,2192,KILIŃSKIEGO Jana,48,dom w zabudowie blokowej,,,,,,
,2193,KILIŃSKIEGO Jana,50,dom w zabudowie blokowej,,,,,,
,2194,KILIŃSKIEGO Jana,52,dom w zabudowie blokowej,,,,,,
,2195,KISIELEWSKIEGO Stefana,3,willa,,,,,,
,2196,KISIELEWSKIEGO Stefana,5,willa,,,,,,
,2197,KISIELEWSKIEGO Stefana,6,willa,1498,,,,,
,2198,KISIELEWSKIEGO Stefana,7,willa,,,,,,
,2199,KISIELEWSKIEGO Stefana,8,willa,,,,,,
,2200,KISIELEWSKIEGO Stefana,10,willa,,,,,,
,2201,KLIMATYCZNA,4,dom,,,,,,
,2202,KLIMATYCZNA,10,dom,,,,,,
,2203,KLINICZNA,1,zespół szpitala,,,,,,
,2204,KLINICZNA,1,zespół szpitala,,,,,,
,2205,KLINICZNA,1,zespół szpitala,,,,,,
,2206,KLINICZNA,1k.,zespół szpitala,,,,,,
,2207,KLINICZNA,1B,zespół szpitala,,,,,,
,2208,KLINICZNA,2/2 A,przepompownia,,,,,,
,2209,KLINICZNA,13,dwór Młyniska,770,,,,,
,2210,KLONOWICZA Sebastiana,"2A,B",dom,,,,,,
,2211,KLONOWICZA Sebastiana,"2 C,D,E,F",dom,,,,,,
,2212,KLONOWICZA Sebastiana,3/5/7,dom,,,,,,
,2213,KLONOWICZA Sebastiana,04/6/8,dom,,,,,,
,2214,KLONOWICZA Sebastiana,9/11,dom,,,,,,
,2215,KLONOWICZA Sebastiana,13/15/17,dom,,,,,,
,2216,KLONOWICZA Sebastiana,18,dom,,,,,,
,2217,KLONOWICZA Sebastiana,19/21,dom,,,,,,
,2218,KLONOWICZA Sebastiana,20,dom,,,,,,
,2219,KLONOWICZA Sebastiana,22-26,dom,,,,,,
,2220,KLONOWICZA Sebastiana,23,dom,,,,,,
,2221,KLONOWICZA Sebastiana,25,dom,,,,,,
,2222,KLONOWICZA Sebastiana,27,dom,,,,,,
,2223,KLONOWICZA Sebastiana,28/31/32,dom,,,,,,
,2224,KLONOWICZA Sebastiana,29,dom,,,,,,
,2225,KLONOWICZA Sebastiana,34/36/38,dom,,,,,,
,2226,KLONOWICZA Sebastiana,37/39,dom,,,,,,
,2227,KLONOWICZA Sebastiana,41/43,szpital,,,,,,
,2228,KLONOWICZA Sebastiana,45/47,"sklep, d. stróżówka",,,,,,
,2229,KLONOWICZA Sebastiana,53/55,dom,,,,,,
,2230,KLONOWICZA Sebastiana,57/59,"dom, budynek gosp.",,,,,,
,2231,KLONOWICZA Sebastiana,58/60,dom,,,,,,
,2232,KLONOWICZA Sebastiana,62/64,dom,,,,,,
,2233,KLONOWICZA Sebastiana,66/68,dom,,,,,,
,2234,KLONOWICZA Sebastiana,71,dom,,,,,,
,2235,KLONOWICZA Sebastiana,72,dom,,,,,,
,2236,KLONOWICZA Sebastiana,75,dom,,,,,,
,2237,KLONOWICZA Sebastiana,76,dom,,,,,,
,2238,KLONOWICZA Sebastiana,78,dom,,,,,,
,2239,KLONOWICZA Sebastiana,102,dom,,,,,,
,2240,KŁADKI,7,kamienica,,,,,,
,2241,KŁADKI,24/25,"d. Victoriaschule, ob.. Uniwersytet Gdański",,,,,,
,2242,KŁOPOT,1A,dom,,,,,,
,2243,KŁOPOT,11,dom,,,,,,
,2244,KŁOSOWA,1,dom,,,,,,
,2245,KOCHANOWSKIEGO Jana,1/1A,dom,,,,,,
,2246,KOCHANOWSKIEGO Jana,3,dom,,,,,,
,2247,KOCHANOWSKIEGO Jana,3A,dom,,,,,,
,2248,KOCHANOWSKIEGO Jana,5,dom,,,,,,
,2249,KOCHANOWSKIEGO Jana,7,dom,,,,,,
,2250,KOCHANOWSKIEGO Jana,8-18,dom,,,,,,
,2251,KOCHANOWSKIEGO Jana,9,dom,,,,,,
,2252,KOCHANOWSKIEGO Jana,11-13,zespół domów,,,,,,
,2253,KOCHANOWSKIEGO Jana,15-17,zespół domów,,,,,,
,2254,KOCHANOWSKIEGO Jana,19,dom,,,,,,
,2255,KOCHANOWSKIEGO Jana,"20A,B,C,D",zespół domów,,,,,,
,2256,KOCHANOWSKIEGO Jana,21,dom,,,,,,
,2257,KOCHANOWSKIEGO Jana,23,dom,,,,,,
,2258,KOCHANOWSKIEGO Jana,25,dom,,,,,,
,2259,KOCHANOWSKIEGO Jana,27,dom,,,,,,
,2260,KOCHANOWSKIEGO Jana,29,dom,,,,,,
,2261,KOCHANOWSKIEGO Jana,31,dom,,,,,,
,2262,KOCHANOWSKIEGO Jana,33,dom,,,,,,
,2263,KOCHANOWSKIEGO Jana,35,dom,,,,,,
,2264,KOCHANOWSKIEGO Jana,37,dom,,,,,,
,2265,KOCHANOWSKIEGO Jana,39A,dom,,,,,,
,2266,KOCHANOWSKIEGO Jana,41,dom,,,,,,
,2267,KOCHANOWSKIEGO Jana,45/47,dom,,,,,,
,2268,KOCHANOWSKIEGO Jana,49/51/53/55/57,zespół domów,,,,,,
,2269,KOCHANOWSKIEGO Jana,"53A,B",dom,,,,,,
,2270,KOCHANOWSKIEGO Jana,59/59A,dom,,,,,,
,2271,KOCHANOWSKIEGO Jana,61,dom,,,,,,
,2272,KOCHANOWSKIEGO Jana,62,dom,,,,,,
,2273,KOCHANOWSKIEGO Jana,63,dom,,,,,,
,2274,KOCHANOWSKIEGO Jana,64,dom,,,,,,
,2275,KOCHANOWSKIEGO Jana,65,dom,,,,,,
,2276,KOCHANOWSKIEGO Jana,66,dom,,,,,,
,2277,KOCHANOWSKIEGO Jana,67/69/71,zespół domów,,,,,,
,2278,KOCHANOWSKIEGO Jana,68/70,dom,,,,,,
,2279,KOCHANOWSKIEGO Jana,69 k.,dom,,,,,,
,2280,KOCHANOWSKIEGO Jana,69 k.,dom,,,,,,
,2281,KOCHANOWSKIEGO Jana,72,dom,,,,,,
,2282,KOCHANOWSKIEGO Jana,73,dom,,,,,,
,2283,KOCHANOWSKIEGO Jana,74,dom,,,,,,
,2284,KOCHANOWSKIEGO Jana,75,dom,,,,,,
,2285,KOCHANOWSKIEGO Jana,76,dom,,,,,,
,2286,KOCHANOWSKIEGO Jana,79A,dom,,,,,,
,2287,KOCHANOWSKIEGO Jana,81/83/85,zespół domów,,,,,,
,2288,KOCHANOWSKIEGO Jana,82/84/86,zespół domów,,,,,,
,2289,KOCHANOWSKIEGO Jana,87,dom,,,,,,
,2290,KOCHANOWSKIEGO Jana,88,dom,,,,,,
,2291,KOCHANOWSKIEGO Jana,89,dom,,,,,,
,2292,KOCHANOWSKIEGO Jana,91,dom,,,,,,
,2293,KOCHANOWSKIEGO Jana,93,dom,,,,,,
,2294,KOCHANOWSKIEGO Jana,94,dom,,,,,,
,2295,KOCHANOWSKIEGO Jana,95,dom,,,,,,
,2296,KOCHANOWSKIEGO Jana,96,dom,,,,,,
,2297,KOCHANOWSKIEGO Jana,97,dom,,,,,,
,2298,KOCHANOWSKIEGO Jana,98,dom,,,,,,
,2299,KOCHANOWSKIEGO Jana,99,dom,,,,,,
,2300,KOCHANOWSKIEGO Jana,100/102/104,zespół domów,,,,,,
,2301,KOCHANOWSKIEGO Jana,101,dom,,,,,,
,2302,KOCHANOWSKIEGO Jana,103,dom,,,,,,
,2303,KOCHANOWSKIEGO Jana,105,dom,,,,,,
,2304,KOCHANOWSKIEGO Jana,106,dom,,,,,,
,2305,KOCHANOWSKIEGO Jana,107/109/111,zespół domów,,,,,,
,2306,KOCHANOWSKIEGO Jana,108,dom,,,,,,
,2307,KOCHANOWSKIEGO Jana,110,dom,,,,,,
,2308,KOCHANOWSKIEGO Jana,112,dom,,,,,,
,2309,KOCHANOWSKIEGO Jana,113,dom,,,,,,
,2310,KOCHANOWSKIEGO Jana,130,dom,,,,,,
,2311,KOCHANOWSKIEGO Jana,130,dom,,,,,,
,2312,KOCHANOWSKIEGO Jana,130,dom,,,,,,
,2313,KOLEJARZY,2,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,2314,KOLEJARZY,3,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,2315,KOLEJARZY,4,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
,2316,KOLEJARZY,5,osiedle domków robotniczych Fundacji dr Abegga ,985,,,,,
